epochs,training_loss,training_accuracy,testing_loss,testing_accuracy
1,2.3051648,0.10196666666666666,2.306842105263158,0.0597
2,2.3040736,0.1074,2.312105263157895,0.1001
3,2.3026437333333334,0.1127,2.3083684210526316,0.1036
4,2.3002394666666666,0.12101666666666666,2.3039473684210527,0.1389
5,2.2958042666666665,0.12875,2.311210526315789,0.1036
6,2.2890080000000004,0.13561666666666666,2.327736842105263,0.1296
7,2.2799557333333333,0.14286666666666667,2.324263157894737,0.1128
8,2.2683749333333334,0.15375,2.334631578947368,0.0828
9,2.255324266666667,0.16331666666666667,2.3379473684210526,0.1035
10,2.2404192,0.17276666666666668,2.349842105263158,0.0995
11,2.2250799999999997,0.18393333333333334,2.3502105263157897,0.1037
12,2.2078586666666666,0.19095,2.388,0.124
13,2.1915168,0.20133333333333334,2.3832105263157892,0.1173
14,2.1733568,0.20741666666666667,2.4019473684210526,0.1123
15,2.1568944,0.21476666666666666,2.4080526315789474,0.1209
16,2.139125866666667,0.22216666666666668,2.4175263157894737,0.1199
17,2.1226192,0.22851666666666667,2.455263157894737,0.1107
18,2.1052405333333333,0.2329,2.4707368421052633,0.1105
19,2.0895130666666666,0.24711666666666668,2.4831052631578947,0.1148
20,2.0729418666666666,0.2531333333333333,2.4553684210526314,0.0971
21,2.0583013333333335,0.25576666666666664,2.4597894736842103,0.102
22,2.0408981333333336,0.2644166666666667,2.5220526315789473,0.1072
23,2.0269546666666667,0.26775,2.482684210526316,0.1072
24,2.0118010666666666,0.27466666666666667,2.4794736842105265,0.1029
25,1.9965477333333335,0.28145,2.476421052631579,0.1139
26,1.983872,0.2877166666666667,2.506842105263158,0.1104
27,1.9689701333333334,0.28876666666666667,2.477736842105263,0.1071
28,1.9549093333333334,0.2950833333333333,2.5087894736842107,0.1018
29,1.9421946666666665,0.29918333333333336,2.500947368421053,0.094
30,1.92912,0.3027,2.540263157894737,0.1118
31,1.9174010666666665,0.3098666666666667,2.522684210526316,0.1178
32,1.9044922666666666,0.31005,2.507,0.1112
33,1.8929066666666665,0.31503333333333333,2.5396842105263158,0.1174
34,1.8808341333333332,0.32005,2.5172105263157896,0.1094
35,1.8699642666666667,0.3226,2.537842105263158,0.1238
36,1.8584586666666667,0.3288333333333333,2.5356842105263158,0.1218
37,1.8482538666666668,0.33421666666666666,2.522263157894737,0.1239
38,1.8366816,0.3374333333333333,2.535315789473684,0.1089
39,1.8283861333333333,0.3413333333333333,2.549421052631579,0.0989
40,1.8158917333333333,0.3423833333333333,2.5654736842105264,0.1043
41,1.8050890666666666,0.3500333333333333,2.5347894736842105,0.1066
42,1.7967482666666665,0.3481166666666667,2.5380000000000003,0.1091
43,1.7858384,0.3547166666666667,2.555947368421053,0.1286
44,1.7774869333333334,0.35645,2.559947368421053,0.0998
45,1.7699184000000001,0.3585833333333333,2.5397368421052633,0.1079
46,1.7576245333333331,0.36136666666666667,2.5546315789473684,0.1076
47,1.7480816,0.36525,2.553157894736842,0.1169
48,1.7399103999999999,0.3696,2.567,0.1188
49,1.732664,0.367,2.5749999999999997,0.1178
50,1.7248773333333334,0.37738333333333335,2.574368421052631,0.1048
51,1.7162224,0.37771666666666665,2.573105263157895,0.1178
52,1.7071733333333332,0.3768666666666667,2.590526315789474,0.1085
53,1.7000874666666668,0.3829,2.587421052631579,0.1085
54,1.6904277333333335,0.38585,2.6086842105263157,0.1093
55,1.6852736,0.38776666666666665,2.629947368421053,0.1089
56,1.6755946666666666,0.39131666666666665,2.6408947368421054,0.1122
57,1.669424,0.39516666666666667,2.6579473684210524,0.1187
58,1.6606613333333333,0.3972,2.628789473684211,0.1081
59,1.6550298666666667,0.3968,2.681,0.1074
60,1.6463888,0.40091666666666664,2.6596315789473683,0.1092
61,1.6420687999999999,0.40163333333333334,2.7117368421052634,0.1118
62,1.6359621333333334,0.40426666666666666,2.6613157894736843,0.1087
63,1.6274634666666667,0.4063333333333333,2.728473684210526,0.1088
64,1.6222661333333332,0.40978333333333333,2.773421052631579,0.1135
65,1.6145274666666667,0.4075,2.8387894736842103,0.1193
66,1.6101952,0.41265,2.816105263157895,0.1059
67,1.6041989333333333,0.4112166666666667,2.8295263157894737,0.1185
68,1.5983024,0.41265,2.875578947368421,0.1069
69,1.5908714666666666,0.4149833333333333,2.915578947368421,0.1021
70,1.587912,0.41485,2.923263157894737,0.1032
71,1.5788058666666667,0.42283333333333334,2.976421052631579,0.1021
72,1.5767221333333332,0.42135,2.9809473684210523,0.1118
73,1.5705690666666667,0.42378333333333335,3.033315789473684,0.1094
74,1.5656,0.4288,2.947736842105263,0.1096
75,1.5606133333333334,0.4270333333333333,3.058315789473684,0.119
76,1.5544234666666665,0.42446666666666666,3.0633684210526315,0.1051
77,1.5506544,0.4310833333333333,3.0582105263157895,0.1095
78,1.5451248,0.4293,3.08321052631579,0.1239
